1170077963 : 0 : [339, 6094, 480, 1282798155, 1158, 40, 0, 220L, 0, 23, 1L, 2L, 56, 90616.2]
2393889820 : 1 : [18, 373, 48, 1315977608, 46, 0, 0, -1L, 1, 0, 0, 0, 43, 145598.3]
1864279334 : 0 : [132, 2474, 165, 1288415973, 417, 29, 0, 220L, 1, 77, 1L, 3L, 14, 1052.3]
1708942053 : 0 : [408, 3144, 478, 1268354055, 6598177, 163, 1, 0, 1, 26, 492L, 263L, 51, 18252.6]
2358308941 : 1 : [29, 73, 64, 1316089799, 111, 0, 0, -1L, 0, 0, 5L, 3L, 80, 411406.4]
1700162184 : 0 : [321, 3674, 413, 1267140882, 5205814, 952, 1, 0, 0, 9, 164L, 80L, 22, 113235.6]
3298386845 : 1 : [171, 951, 1313, 1365523169, 229, 0, 0, -1L, 0, 38, 0, 0, 65, 8954.2]
1348915120 : 0 : [89, 577, 325, 1255019379, 1184, 77, 0, -1L, 1, 8, 2L, 4L, 37, 47473.7]
2396821124 : 1 : [2, 5, 5, 1316109079, 8, 0, 0, -1L, 1, 0, 3L, 3L, 88, 4483576.6]
1400731563 : 0 : [521, 3486, 717, 1288312794, 9890, 368, 1, 0, 1, 31, 3L, 4L, 83, 68830.4]
1080023665 : 0 : [412, 2815, 415, 1253820314, 1222402, 1, 0, -1L, 0, 57, 278L, 266L, 89, 312865.8]
1855023263 : 0 : [404, 9376, 1073, 1289524219, 20738, 0, 0, -1L, 1, 0, 2L, 0, 87, 4954.1]
2115304994 : 0 : [95, 15262, 112, 1303850838, 1911786, 3, 0, -1L, 0, 73, 54L, 17L, 35, 1608.9]
2780457263 : 0 : [5, 544, 23, 1337902626, 113169, 0, 0, -1L, 1, 48, 78L, 7L, 29, 17254.4]
2206419745 : 0 : [33, 2036, 42, 1309314659, 131, 58, 0, -1L, 1, 11, 1L, 3L, 10, 28922.8]
2536557381 : 1 : [7, 79, 166, 1324184418, 25, 0, 0, -1L, 0, 0, 4L, 4L, 42, 78727.1]
2394134750 : 1 : [1, 14, 5, 1316005745, 38, 0, 0, -1L, 0, 0, 7L, 7L, 79, 1054991.0]
1868501300 : 0 : [154, 750, 317, 1288907380, 292, 2, 0, -1L, 1, 10, 0, 2L, 31, 725701.1]
1987034165 : 0 : [65, 30, 222, 1298503239, 107, 1, 0, -1L, 1, 0, 5L, 6L, 19, 3789310.3]
1273609757 : 0 : [853, 1856, 1309, 1278969973, 24231, 3905, 0, -1L, 1, 47, 44L, 11L, 124, 85234.2]
1982980383 : 1 : [41, 2186, 1003, 1298339076, 183, 0, 0, -1L, 0, 0, 0, 0, 85, 537.2]
1767226003 : 0 : [195, 5540, 671, 1291229877, 659262, 0, 0, -1L, 1, 29, 48L, 7L, 53, 15269.8]
3187998420 : 1 : [46, 4405, 702, 1361999543, 109, 0, 0, -1L, 1, 0, 0, 0, 58, 0.4]
3247829285 : 1 : [202, 1421, 1213, 1363879202, 443, 0, 0, -1L, 1, 11, 0, 0, 46, 3763.9]
2396213470 : 1 : [105, 78, 137, 1316089071, 277, 0, 0, -1L, 1, 0, 3L, 3L, 88, 595136.8]
1882805822 : 0 : [508, 2404, 816, 1290616451, 10942, 525, 0, -1L, 1, 53, 4L, 2L, 34, 33970.8]
1510292760 : 1 : [81, 55, 312, 1281961521, 133, 0, 0, -1L, 1, 0, 2L, 2L, 78, 212996.55555555556]
3192780492 : 1 : [152, 3579, 1953, 1362171836, 328, 0, 0, -1L, 0, 20, 0, 0, 77, 0.6]
2385868393 : 1 : [84, 526, 149, 1317179947, 133, 0, 0, -1L, 0, 0, 24L, 4L, 32, 222944.4]
1856327562 : 1 : [25, 1272, 947, 1311888385, 545, 0, 0, -1L, 0, 0, 0, 0, 63, 0.4]
3124386523 : 1 : [133, 857, 133, 1353137865, 279, 0, 0, 220L, 0, 23, 144L, 34L, 82, 454963.2]
2394290012 : 1 : [0, 12, 4, 1316012364, 11, 0, 0, -1L, 1, 0, 0, 0, 113, 408535.6]
2536529003 : 1 : [10, 99, 61, 1324160218, 30, 0, 0, -1L, 1, 0, 4L, 4L, 42, 143714.7]
1516469337 : 1 : [25, 25, 161, 1339364273, 51, 0, 0, -1L, 1, 0, 3L, 3L, 75, 212837.11111111112]
2088439110 : 1 : [5, 252, 314, 1302065178, 48, 0, 0, -1L, 0, 0, 0, 0, 87, 2.5]
2042139830 : 1 : [1, 2429, 1094, 1301274494, 149, 0, 0, -1L, 1, 42, 0, 0, 105, 189788.5]
1167189994 : 0 : [1336, 4161, 2047, 1251432855, 37895, 89, 1, 0, 1, 32, 433L, 46L, 72, 359088.9]
1134249103 : 0 : [9, 436, 234, 1271379835, 65, 425, 0, -1L, 1, 6, 0, 0, 17, 76614.2]
1824492425 : 0 : [667, 1427, 783, 1285876697, 4652, 2, 1, 0, 1, 37, 4L, 2L, 125, 286269.9]
1644228393 : 0 : [149, 3874, 285, 1251826685, 1147, 102, 1, 0, 1, 20, 1L, 1L, 13, 44942.5]
1246627191 : 0 : [106, 1952, 203, 1276396042, 165, 5, 0, 220L, 0, 10, 1L, 1L, 22, 34808.8]
1648684111 : 0 : [521, 1768, 1151, 1258496259, 9459, 364, 1, 0, 1, 10, 2L, 1L, 18, 212248.9]
2567557225 : 1 : [7, 453, 1996, 1326334810, 170, 0, 0, -1L, 0, 34, 0, 1L, 14, 75936.6]
2075121285 : 0 : [147, 315, 416, 1302212631, 903, 2, 0, 220L, 0, 85, 3L, 1L, 69, 188909.1]
1256176562 : 0 : [199, 1400, 615, 1263523806, 467, 2158, 0, -1L, 0, 0, 1L, 1L, 17, 970558.1]
2394239362 : 1 : [0, 13, 1, 1316010454, 27, 0, 0, -1L, 0, 0, 7L, 7L, 70, 378866.7]
1805347552 : 0 : [825, 9800, 1570, 1283413525, 4695, 0, 0, -1L, 1, 67, 2L, 5L, 19, 165843.9]
2394290612 : 1 : [0, 11, 4, 1316012364, 16, 0, 0, -1L, 0, 0, 0, 0, 114, 408527.0]
1842056855 : 0 : [643, 24928, 817, 1288415567, 71829, 114, 1, 0, 1, 74, 37L, 12L, 59, 11702.4]
1937053541 : 1 : [1, 4051, 1844, 1296167870, 220, 0, 0, -1L, 0, 20, 0, 0, 89, 1207.4]
2011470027 : 0 : [149, 810, 498, 1299533140, 330, 361, 0, -1L, 0, 35, 5L, 3L, 24, 1963191.6]
2358253371 : 1 : [11, 57, 44, 1316077684, 155, 0, 0, -1L, 1, 0, 4L, 4L, 70, 475921.5]
2396213670 : 1 : [69, 68, 95, 1316089097, 335, 0, 0, -1L, 1, 0, 3L, 3L, 88, 595104.8]
2834256503 : 0 : [1, 5077, 0, 1340767935, 1242969, 0, 0, -1L, 1, 60, 1196L, 1483L, 82, 8412.0]
1728892794 : 0 : [1828, 42813, 2999, 1271093759, 135980, 4, 1, 0, 1, 34, 32L, 13L, 62, 439.6]
2710773943 : 0 : [28, 245, 206, 1334699105, 81, 18, 0, -1L, 0, 17, 4L, 2L, 65, 296047.0]
1282005885 : 0 : [1012, 783, 1237, 1251495255, 23028721, 2193, 1, 0, 1, 84, 6322L, 1061L, 77, 83572.2]
1756667731 : 0 : [156, 25434, 426, 1276281579, 1031255, 8, 0, -1L, 1, 7, 144L, 27L, 36, 1505.5]
2396776842 : 1 : [2, 5, 4, 1316109092, 4, 0, 0, -1L, 0, 0, 3L, 1L, 88, 4483651.4]
1873953523 : 0 : [35, 695, 202, 1290657186, 108, 5, 0, -1L, 0, 57, 2L, 3L, 34, 27499.8]
2358983363 : 1 : [6, 64, 57, 1316089824, 47, 0, 0, -1L, 1, 0, 5L, 3L, 95, 407028.3]
1823856587 : 1 : [54, 2398, 1768, 1285533354, 582, 0, 0, -1L, 1, 0, 0, 0, 138, 33955.6]
1970120851 : 0 : [97, 1190, 332, 1297794294, 294, 295, 0, -1L, 0, 4, 0, 6L, 39, 72293.9]
2560505997 : 1 : [81, 232, 121, 1325187024, 99, 0, 0, -1L, 0, 0, 0, 0, 98, 68821.8]
1648587064 : 0 : [465, 9340, 618, 1258250495, 3016, 3778, 0, 220L, 1, 30, 2L, 3L, 73, 8626.4]
1098013455 : 0 : [15, 1549, 76, 1261283079, 99, 0, 0, -1L, 0, 4, 1L, 3L, 15, 91611.3]
1664986562 : 0 : [465, 2527, 710, 1259597656, 10337, 22, 1, 0, 1, 67, 539L, 22L, 39, 277693.625]
1172325544 : 0 : [168, 336, 180, 1267589099, 57533, 74, 1, 0, 1, 72, 50L, 12L, 97, 103725.7]
2775969361 : 1 : [1, 1364, 811, 1341556615, 295, 0, 0, -1L, 1, 0, 0, 0, 64, 0.3]
3124390953 : 1 : [162, 800, 192, 1353137603, 296, 0, 0, 220L, 1, 42, 0, 0, 17, 52031.9]
1693239924 : 1 : [929, 305, 1862, 1265988093, 2589, 2, 0, -1L, 0, 18, 9L, 9L, 57, 1.0]
1510081234 : 1 : [18, 35, 156, 1289856527, 56, 0, 0, -1L, 1, 0, 3L, 3L, 78, 212926.55555555556]
2358817311 : 1 : [0, 20, 3, 1316106003, 42, 0, 0, -1L, 1, 0, 4L, 4L, 77, 898495.2]
2716653624 : 0 : [5, 65, 21, 1329086339, 40, 59, 0, -1L, 0, 12, 1L, 0, 12, 156753.8]
3109142441 : 1 : [173, 846, 177, 1352587984, 324, 0, 0, 220L, 0, 8, 0, 2L, 37, 28456.3]
2609761600 : 0 : [229, 674, 308, 1323974158, 29271, 19, 0, -1L, 1, 69, 8L, 3L, 80, 75327.8]
1741445840 : 0 : [1676, 3424, 1792, 1273847827, 174883, 2612, 0, 220L, 1, 50, 49L, 26L, 65, 229094.0]
1429972874 : 1 : [0, 507, 241, 1272729084, 194, 0, 0, -1L, 1, 0, 1L, 1L, 18, 66141.3]
2394132572 : 1 : [0, 17, 5, 1316005606, 36, 0, 0, -1L, 0, 0, 5L, 5L, 64, 1028020.6]
2454720272 : 1 : [176, 2100, 1396, 1318130773, 297, 0, 0, -1L, 0, 0, 0, 0, 104, 518.2]
3107795253 : 1 : [169, 1027, 171, 1352575217, 307, 0, 0, 220L, 0, 15, 0, 0, 12, 25726.8]
1848452175 : 0 : [212, 3378, 277, 1288998845, 1233, 3, 1, 0, 1, 62, 1L, 1L, 21, 17898.6]
1651724911 : 0 : [246, 6615, 555, 1254833143, 1020, 20, 0, 220L, 1, 39, 1L, 4L, 47, 15524.6]
1840398645 : 0 : [172, 594, 559, 1288215946, 295, 105, 0, 220L, 1, 9, 1L, 2L, 11, 113871.6]
2396293074 : 1 : [0, 19, 2, 1316094204, 44, 0, 0, -1L, 1, 0, 4L, 4L, 79, 484549.5]
1774330692 : 0 : [11, 9760, 14, 1280523067, 120818, 2, 0, -1L, 1, 77, 21L, 7L, 58, 9535.3]
1650909311 : 0 : [206, 4731, 476, 1254433032, 9355, 78, 0, 220L, 0, 4, 1L, 3L, 25, 275778.1]
2965261137 : 1 : [2, 107, 143, 1349036474, 13, 12, 0, -1L, 0, 0, 0, 0, 3, 197315.0]
1083599074 : 0 : [1144, 102, 1726, 1283798531, 72011, 174, 1, 0, 1, 23, 5L, 5L, 10, 106492.4]
2635864085 : 1 : [0, 1830, 789, 1329547101, 518, 0, 0, -1L, 1, 0, 0, 0, 72, 0.3]
1216626291 : 0 : [1074, 4312, 1199, 1259289872, 76453, 51, 0, -1L, 1, 68, 2L, 1L, 42, 29770.6]
1628750461 : 1 : [6, 2136, 788, 1288819282, 123, 378, 0, -1L, 1, 0, 0, 0, 78, 543528.5]
2536372013 : 1 : [1, 63, 8, 1324154953, 32, 0, 0, -1L, 0, 0, 5L, 5L, 57, 123171.4]
1764608033 : 0 : [41, 3068, 97, 1277844385, 5374, 49, 0, -1L, 1, 10, 1L, 6L, 57, 129305.2]
1288460592 : 0 : [39, 563, 879, 1291336083, 182, 0, 0, -1L, 0, 82, 8L, 8L, 65, 946422.8]
1914422723 : 0 : [6, 9, 32, 1294448685, 1174, 1, 0, -1L, 1, 131, 4L, 4L, 70, 1562913.3333333333]
1676567901 : 0 : [478, 773, 812, 1262147968, 87803, 102, 1, 0, 0, 19, 1L, 1L, 25, 745928.4]
2359099107 : 1 : [52, 73, 127, 1316096584, 80, 0, 0, -1L, 1, 0, 3L, 4L, 86, 716002.9]
2396294582 : 1 : [0, 18, 72, 1316094237, 37, 0, 0, -1L, 1, 0, 4L, 4L, 83, 484343.5]
2396711232 : 1 : [0, 23, 2, 1316105895, 43, 0, 0, -1L, 1, 0, 5L, 5L, 76, 501479.4]
2430024241 : 1 : [17, 271, 41, 1319809666, 89, 0, 0, -1L, 1, 0, 0, 0, 35, 258092.4]
1516479114 : 1 : [21, 35, 162, 1339362446, 55, 0, 0, -1L, 0, 0, 3L, 3L, 76, 212860.11111111112]
2358977037 : 1 : [117, 78, 157, 1316089114, 314, 0, 0, -1L, 0, 0, 3L, 3L, 90, 595070.5]
1543614023 : 0 : [241, 597, 426, 1271276718, 674, 273, 0, 220L, 0, 13, 1L, 5L, 37, 368101.1]
2396247372 : 1 : [0, 18, 2, 1316094205, 40, 0, 0, -1L, 0, 0, 5L, 5L, 80, 484549.5]
2492546981 : 1 : [3, 310, 44, 1322337618, 54, 0, 0, -1L, 1, 0, 0, 0, 38, 118838.3]
1766627215 : 0 : [404, 3751, 972, 1278109227, 9283, 0, 0, -1L, 0, 0, 1L, 0, 7, 24600.6]
1253921344 : 0 : [221, 2295, 261, 1253831882, 1116, 4, 0, 220L, 0, 7, 0, 4L, 18, 215403.1]
2551524462 : 0 : [84, 2067, 160, 1321977712, 277, 187, 0, 220L, 0, 87, 2L, 2L, 41, 19297.6]
1337970873 : 0 : [1979, 17397, 1993, 1262796488, 7045661, 13, 1, 0, 1, 20, 1207L, 213L, 57, 8040.8]
1824501977 : 0 : [309, 1430, 398, 1285881338, 11832, 2, 0, 220L, 1, 21, 1L, 3L, 31, 829733.6]
1467396692 : 0 : [234, 1984, 420, 1296881278, 1606, 922, 0, 220L, 0, 63, 1L, 7L, 37, 182847.8]
1653380373 : 0 : [207, 1400, 392, 1255446665, 572, 15, 0, 220L, 0, 8, 2L, 1L, 27, 409094.5]
1510076992 : 1 : [56, 37, 144, 1289855996, 85, 0, 0, -1L, 1, 0, 3L, 2L, 74, 212978.77777777778]
3266925580 : 1 : [206, 844, 1035, 1365878210, 252, 0, 0, -1L, 1, 0, 0, 0, 57, 0.9]
1369255845 : 0 : [58, 5343, 140, 1254971280, 13774, 6, 0, 220L, 0, 11, 36L, 8L, 63, 50306.7]
1188525407 : 0 : [145, 316, 480, 1274628279, 18161, 783, 0, 200L, 1, 42, 5L, 2L, 126, 1096641.4]
1729091027 : 0 : [70, 1306, 209, 1271121249, 300, 6, 0, -1L, 1, 19, 3L, 2L, 66, 272303.3]
2144576481 : 0 : [98, 13776, 117, 1306524536, 2283052, 0, 0, -1L, 0, 75, 187L, 17L, 59, 10035.9]
3240612533 : 1 : [6, 239, 50, 1365381343, 62, 0, 0, -1L, 0, 0, 0, 0, 43, 200443.11111111112]
2396711712 : 1 : [0, 21, 2, 1316105921, 39, 0, 0, -1L, 0, 0, 6L, 6L, 59, 710329.2]
1678265270 : 0 : [1527, 4371, 1624, 1281991230, 76662, 0, 0, 220L, 1, 14, 5L, 1L, 12, 27565.6]
1656809190 : 0 : [405, 3212, 424, 1256759930, 44164646, 103, 1, 0, 0, 2, 2683L, 4061L, 47, 39311.6]
2560500373 : 1 : [22, 173, 52, 1325186817, 50, 0, 0, -1L, 0, 0, 0, 0, 44, 94390.4]
2397186942 : 1 : [0, 15, 2, 1316119645, 39, 0, 0, -1L, 0, 0, 4L, 3L, 85, 505147.6]
1268025247 : 1 : [32, 98, 211, 1328157082, 56, 0, 0, -1L, 0, 0, 3L, 3L, 80, 20071.3]
1668947862 : 0 : [838, 13581, 1119, 1260555388, 4811, 102, 1, 0, 1, 51, 1L, 3L, 29, 16666.2]
1847793840 : 0 : [285, 1355, 517, 1286730047, 115985, 1, 0, -1L, 0, 56, 694L, 105L, 112, 1065704.9]
1163118881 : 0 : [32, 58, 211, 1267137038, 81, 2, 0, -1L, 1, 4, 1L, 1L, 71, 1197969.8]
1747753897 : 0 : [122, 933, 304, 1275061509, 500, 144, 0, -1L, 0, 0, 3L, 5L, 18, 274626.5]
2397193542 : 1 : [1, 14, 5, 1316119824, 43, 0, 0, -1L, 1, 0, 3L, 3L, 78, 522975.8]
1616129655 : 0 : [13, 1340, 66, 1257694669, 60395, 69, 0, -1L, 1, 25, 165L, 752L, 104, 812862.0]
1717675430 : 0 : [134, 2892, 137, 1269457784, 10604739, 0, 1, 0, 1, 48, 698L, 688L, 25, 60534.6]
2396411324 : 1 : [19, 60, 43, 1316099164, 132, 0, 0, -1L, 0, 0, 3L, 3L, 88, 715840.4]
1899574350 : 0 : [23, 1298, 74, 1293075845, 136, 946, 0, -1L, 0, 8, 0, 2L, 50, 830363.2222222222]
1680990025 : 0 : [128, 4260, 132, 1275232190, 795406, 5, 1, 0, 1, 86, 1166L, 413L, 88, 30030.9]
2396348902 : 1 : [17, 140, 101, 1316096018, 45, 0, 0, -1L, 1, 0, 0, 0, 70, 268278.2]
2528291242 : 0 : [158, 515, 269, 1321060494, 264, 1, 0, -1L, 1, 25, 1L, 4L, 35, 705834.9]
3259233332 : 1 : [52, 3104, 1613, 1363205069, 149, 0, 0, -1L, 1, 25, 0, 0, 48, 0.5]
1987145237 : 0 : [617, 913, 892, 1298528618, 67551, 207, 1, 0, 1, 27, 964L, 29L, 11, 76038.9]
2641100554 : 1 : [15, 92, 63, 1325187863, 66, 0, 0, -1L, 1, 0, 3L, 3L, 44, 79922.6]
1582295611 : 1 : [170, 849, 1057, 1288890805, 616, 0, 0, -1L, 1, 38, 0, 0, 67, 0.9]
1771707397 : 0 : [130, 9026, 186, 1278724251, 93632, 480, 0, -1L, 0, 108, 133L, 19L, 140, 35100.3]
1915222345 : 0 : [202, 1782, 359, 1294525395, 138109, 515, 0, -1L, 1, 43, 10L, 12L, 48, 20596.2]
1869709554 : 0 : [347, 4130, 1315, 1289600727, 676, 146, 0, 220L, 1, 20, 0, 0, 27, 9453.5]
2067756135 : 0 : [623, 20890, 680, 1301937374, 770408, 12, 0, -1L, 0, 25, 49L, 9L, 36, 511.7]
1421707854 : 0 : [631, 2184, 812, 1264446258, 1950, 8, 1, 0, 1, 12, 3L, 5L, 15, 502116.1]
2358974821 : 1 : [8, 26, 13, 1316109015, 11, 0, 0, -1L, 1, 0, 3L, 2L, 72, 1944357.1]
3206738010 : 1 : [169, 2922, 1830, 1362171824, 298, 0, 0, -1L, 0, 24, 0, 0, 61, 0.4]
2117401270 : 0 : [77, 430, 138, 1303954205, 166, 24, 0, -1L, 0, 20, 1L, 2L, 5, 36861.1]
2838247522 : 1 : [2, 780, 199, 1340050713, 69, 12, 0, -1L, 1, 27, 0, 0, 88, 149671.7]
2394336522 : 1 : [0, 11, 3, 1316012236, 10, 0, 0, -1L, 1, 0, 0, 0, 74, 580345.6]
1266087391 : 1 : [36, 2348, 1305, 1329289084, 605, 0, 0, -1L, 1, 0, 0, 0, 61, 0.3]
3433939864 : 0 : [9, 93, 121, 1368038436, 43, 0, 0, -1L, 0, 22, 0, 2L, 17, 333269.4]
2358309311 : 1 : [38, 58, 62, 1316089841, 134, 0, 0, -1L, 0, 0, 5L, 5L, 80, 396102.2]
1639127253 : 0 : [1995, 25851, 2639, 1251495287, 3223422, 1154, 1, 0, 1, 1, 311L, 54L, 4, 19557.7]
2281498314 : 1 : [61, 143, 166, 1312264535, 141, 0, 0, -1L, 0, 19, 9L, 5L, 40, 780962.6]
1651463737 : 0 : [191, 1585, 339, 1254704104, 502, 25, 0, -1L, 0, 12, 1L, 2L, 22, 96731.2]
1642420854 : 0 : [273, 3599, 415, 1251438777, 75924, 101, 1, 0, 1, 17, 22L, 6L, 19, 131231.6]
3195195083 : 1 : [94, 5031, 212, 1355846771, 364, 0, 0, 220L, 1, 36, 5L, 5L, 80, 114787.6]
2359542117 : 1 : [2, 163, 26, 1316106912, 61, 0, 0, -1L, 0, 0, 0, 0, 70, 98723.2]
2892596383 : 0 : [26, 900, 81, 1342737304, 148833, 0, 0, -1L, 0, 0, 91L, 24L, 126, 33358.9]
2810795805 : 0 : [35, 33, 267, 1339642384, 2409, 1, 1, 0, 0, 4, 22L, 33L, 113, 1421597.3]
1891792551 : 0 : [614, 5937, 1560, 1292281520, 12659, 4769, 1, 0, 1, 50, 5L, 1L, 95, 17813.3]
2396711360 : 1 : [0, 22, 3, 1316105915, 41, 0, 0, -1L, 0, 0, 5L, 5L, 59, 710343.1]
1269678270 : 0 : [324, 1593, 423, 1281643647, 12806, 5, 1, 0, 0, 68, 9L, 2L, 79, 73085.9]
2166270297 : 0 : [417, 135, 1467, 1307447013, 707, 0, 0, -1L, 0, 23, 5L, 2L, 87, 65772.1]
1794522457 : 0 : [135, 408, 209, 1281821705, 10081, 27, 0, -1L, 0, 37, 1L, 2L, 19, 206084.4]
2397152642 : 1 : [1, 15, 6, 1316119891, 36, 0, 0, -1L, 1, 0, 4L, 4L, 70, 908475.2]
1773039690 : 0 : [112, 1367, 179, 1280422327, 801, 338, 0, -1L, 0, 22, 1L, 10L, 17, 21945.7]
3058843103 : 1 : [42, 588, 716, 1351007070, 320, 0, 0, 220L, 1, 20, 0, 1L, 9, 121810.2]
2539601563 : 1 : [18, 66, 50, 1324292881, 73, 0, 0, -1L, 1, 0, 3L, 3L, 43, 79118.2]
1642325413 : 0 : [672, 4944, 1401, 1251410911, 16209, 113, 1, 0, 1, 43, 1L, 1L, 11, 48125.9]
1572769871 : 1 : [35, 170, 169, 1304820596, 123, 11, 0, -1L, 0, 0, 6L, 6L, 65, 1124688.9]
1852541793 : 0 : [539, 2596, 702, 1289351977, 120590, 1550, 1, 0, 1, 43, 16L, 6L, 69, 320057.3]
2265830675 : 0 : [390, 13614, 415, 1311517206, 10142, 63, 1, 0, 1, 4, 1L, 10L, 131, 8669.7]
1601118374 : 0 : [259, 1661, 358, 1281902069, 737, 13, 0, 220L, 0, 36, 2L, 6L, 86, 111907.4]
2692255291 : 0 : [15, 2233, 27, 1333425176, 413208, 24, 0, -1L, 0, 10, 941L, 209L, 21, 13381.0]
3192361645 : 1 : [17, 2997, 1117, 1359151913, 530, 0, 0, -1L, 1, 27, 0, 0, 52, 0.4]
1181714847 : 0 : [1293, 5206, 1431, 1251494072, 218165, 62, 1, 0, 1, 6, 90L, 37L, 53, 55045.7]
3250275921 : 1 : [39, 1215, 989, 1364180570, 178, 0, 0, -1L, 0, 32, 0, 0, 63, 0.4]
2394289030 : 1 : [0, 18, 2, 1316010444, 33, 0, 0, -1L, 0, 0, 8L, 8L, 72, 371530.8]
1911500631 : 0 : [137, 1250, 298, 1294182937, 336, 360, 0, 220L, 1, 124, 2L, 9L, 35, 121162.3]
2182038504 : 0 : [31, 4868, 36, 1308503398, 3500384, 17, 0, -1L, 0, 67, 637L, 512L, 39, 6050.9]
1776266241 : 0 : [137, 63456, 138, 1279257269, 1044479, 285, 0, -1L, 0, 16, 27L, 4L, 20, 900.0]
1722229702 : 0 : [423, 91, 618, 1270011829, 394274, 48, 1, 0, 1, 45, 906L, 458L, 31, 7153.2]
2396774332 : 1 : [2, 10, 5, 1316109054, 5, 0, 0, -1L, 1, 0, 4L, 1L, 74, 2244551.8]
2016270505 : 1 : [17, 245, 817, 1299718852, 327, 0, 0, -1L, 1, 0, 0, 0, 89, 366294.0]
2394290952 : 1 : [0, 12, 4, 1316012372, 7, 0, 0, -1L, 1, 0, 0, 0, 88, 408519.4]
1730726637 : 0 : [390, 1279, 408, 1271436920, 12035047, 154, 1, 0, 1, 12, 5447L, 2370L, 58, 65627.6]
1244851771 : 0 : [0, 1436, 2, 1266271260, 50504, 39, 0, -1L, 1, 15, 51L, 7L, 61, 384676.7]
1266628557 : 0 : [247, 1701, 427, 1299207586, 20589, 7, 0, 220L, 1, 13, 2L, 3L, 42, 18396.7]
2397417584 : 0 : [61, 796, 111, 1316127769, 52854, 42, 0, -1L, 1, 31, 728L, 174L, 48, 164009.2]
3229538550 : 1 : [0, 309, 784, 1365558959, 126, 0, 0, -1L, 0, 22, 6L, 7L, 67, 2.5]
1649036510 : 0 : [112, 1551, 519, 1253661289, 13365, 65, 0, -1L, 0, 2, 0, 0, 64, 144344.5]
2397200340 : 1 : [0, 11, 4, 1316120060, 17, 0, 0, -1L, 1, 0, 5L, 4L, 69, 1110621.2]
2397142804 : 1 : [0, 14, 3, 1316119586, 46, 0, 0, -1L, 0, 0, 2L, 2L, 85, 505225.2]
2781680397 : 1 : [1, 63, 50, 1341888323, 51, 0, 0, -1L, 1, 0, 7L, 7L, 53, 407800.8]
3106422427 : 1 : [49, 436, 602, 1352795278, 126, 0, 0, -1L, 1, 27, 0, 0, 9, 1059.4]
2358811815 : 1 : [0, 24, 3, 1316105896, 41, 0, 0, -1L, 0, 0, 6L, 6L, 58, 710450.9]
2081420765 : 0 : [159, 1818, 965, 1302539961, 33840, 209, 0, -1L, 1, 15, 164L, 22L, 53, 18291.9]
1240959563 : 0 : [408, 9079, 708, 1260319223, 44783, 1343, 1, 0, 1, 17, 14L, 5L, 16, 13415.1]
1811053282 : 0 : [7, 11, 11, 1284256525, 25, 0, 0, -1L, 1, 0, 0, 0, 76, 4285960.7]
2138544342 : 1 : [0, 15, 4, 1316012191, 38, 0, 0, -1L, 1, 0, 7L, 6L, 79, 581384.8]
2267473564 : 0 : [157, 856, 525, 1311642743, 198, 158, 0, -1L, 0, 0, 0, 4L, 30, 37802.9]
2427841915 : 0 : [641, 2110, 1275, 1319648587, 137222, 33, 0, -1L, 1, 85, 2L, 2L, 126, 203174.7]
1680912147 : 0 : [326, 871, 472, 1272135641, 1760, 106, 1, 0, 0, 0, 2L, 3L, 35, 395617.4]
1491235240 : 0 : [903, 5850, 1533, 1277755788, 15890, 398, 1, 0, 1, 72, 2L, 4L, 39, 334260.8]
1516467485 : 1 : [25, 25, 167, 1339363968, 49, 0, 0, -1L, 1, 0, 4L, 4L, 75, 212851.11111111112]
2358311325 : 1 : [39, 72, 76, 1316090053, 118, 0, 0, -1L, 1, 0, 5L, 5L, 68, 595419.3]
2546965357 : 1 : [54, 206, 103, 1324571937, 79, 0, 0, -1L, 1, 0, 0, 0, 43, 93135.4]
2755946137 : 1 : [26, 18, 159, 1339880564, 56, 0, 0, -1L, 1, 0, 5L, 5L, 75, 836755.8888888889]
1708137531 : 0 : [248, 3588, 477, 1268245560, 1261, 98, 0, 220L, 1, 34, 1L, 1L, 13, 568929.6]
2174697645 : 0 : [348, 4390, 982, 1307918399, 2617, 0, 0, 220L, 0, 9, 0, 0, 44, 14.3]
1402442710 : 0 : [1999, 3365, 1999, 1267359813, 5655, 18, 1, 0, 1, 53, 6L, 2L, 35, 13152.2]
1452492694 : 1 : [54, 2090, 1841, 1296240123, 606, 5, 0, -1L, 0, 0, 3L, 3L, 71, 16507.7]
2448155294 : 1 : [3, 3448, 1629, 1317868175, 145, 0, 0, -1L, 1, 0, 0, 0, 61, 0.0]
2396597484 : 1 : [0, 16, 3, 1316104036, 42, 0, 0, -1L, 1, 0, 3L, 3L, 82, 484978.4]
1667036324 : 0 : [2, 4922, 2, 1260076375, 22058, 4, 1, 0, 1, 19, 15L, 8L, 94, 126920.4]
1670697373 : 0 : [975, 5652, 1137, 1260992508, 3860418, 1005, 1, 0, 1, 68, 1577L, 447L, 62, 14834.4]
1774398945 : 0 : [1022, 2779, 1949, 1279058923, 9053, 52, 1, 0, 1, 88, 3L, 2L, 12, 22850.5]
1792196872 : 0 : [189, 1115, 692, 1290576995, 742, 1, 0, 220L, 0, 13, 2L, 1L, 54, 220760.9]
2396038474 : 1 : [3, 69, 31, 1316068250, 50, 0, 0, -1L, 0, 0, 4L, 4L, 69, 413213.7]
